State,City,Street,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,LotArea,Price,Region
OH,Loveland,Winding Ln,45140,39.2997,-84.2806,4.0,3.0,2072.0,0.4963269054178454,310000.0,Midwest
OH,Cleveland,W 129th St,44111,41.453667,-81.77832,3.0,2.0,1344.0,3676.464,134500.0,Midwest
OH,Navarre,Drenta Cir SW,44662,40.73319,-81.461395,3.0,2.0,1330.0,0.4729000000002088,199900.0,Midwest
OH,Cincinnati,Ridgeland Pl,45212,39.174213,-84.44135,3.0,2.0,1380.0,9800.0,280000.0,Midwest
OH,Thornville,Chowning St,43076,39.95936,-82.39139,3.0,2.0,2499.0,0.4600000000000364,335000.0,Midwest
OH,Newark,Stonewall Dr,43055,40.070408,-82.459625,3.0,3.0,1944.0,0.32999999999992724,329900.0,Midwest
OH,Akron,Sawyer Ave,44310,41.11575,-81.50543,4.0,2.0,1058.0,4800.312,119500.0,Midwest
OH,Dayton,Grand Vista Dr,45440,39.685856,-84.095406,3.0,2.0,1066.0,0.48500000000012733,247500.0,Midwest
OH,Hamilton,Sir Edward Dr,45013,39.400253,-84.63796,3.0,3.0,1938.0,0.5500000000001819,79900.0,Midwest
OH,West Chester,Seminole Dr,45069,39.365273,-84.40415,3.0,3.0,1691.0,0.38000000000010914,250000.0,Midwest
OH,Vandalia,Bright Ave,45377,39.880623,-84.21311,4.0,2.0,2127.0,10454.4,274900.0,Midwest
OH,Newton Falls,Pritchard Ohltown Rd,44444,41.134037,-80.965355,3.0,1.0,1508.0,0.5599999999999454,42900.0,Midwest
OH,Parma,Key West Dr,44134,41.358685,-81.6926,3.0,2.0,1932.0,8999.496,210000.0,Midwest
OH,Kent,Sherman Rd,44240,41.10297,-81.32626,3.0,2.0,2040.0,1.0,199900.0,Midwest
OH,Batavia,Woodburn Ct,45103,39.065563,-84.22309,3.0,2.0,2120.0,0.4639999999999418,220000.0,Midwest
OH,Dayton,W Hillcrest Ave,45405,39.79089,-84.219025,3.0,1.0,1742.0,6481.728,65000.0,Midwest
OH,Dayton,Croyden Dr,45420,39.7255,-84.1493,4.0,2.0,3446.0,0.32600000000002183,249900.0,Midwest
OH,Dayton,W Tonawanda Trl,45430,39.701054,-84.103546,3.0,2.0,1335.0,0.4537999999997737,285000.0,Midwest
OH,Cincinnati,Kardon Ct,45247,39.20631,-84.63952,4.0,3.0,2381.8,0.3400000000001455,359900.0,Midwest
OH,Cincinnati,E Mitchell Ave,45229,39.159664,-84.4882,3.0,3.0,1929.0,10500.0,312000.0,Midwest
OH,Burton,Crampton Dr,44021,41.44794,-81.2052,3.0,2.0,1748.0,0.6799999999998363,240000.0,Midwest
OH,Cincinnati,Clarion Ave,45207,39.144157,-84.46565,4.0,2.0,2207.0,2744.28,129900.0,Midwest
OH,Cincinnati,Miles Rd,45231,39.250698,-84.56475,3.0,2.0,2190.0,1.0489999999999782,260000.0,Midwest
OH,Monroe,Keswick Dr,45050,39.44087,-84.35275,3.0,2.0,1024.3999999999999,0.2977000000000771,259900.0,Midwest
OH,Garrettsville,Windham Parkman Rd,44231,41.27976,-81.04851,3.0,2.0,1267.0,0.7100000000000364,195000.0,Midwest
OH,Loveland,Decade Ln,45140,39.23102,-84.295616,5.0,3.0,1884.0,5.110000000000127,349900.0,Midwest
OH,Hamilton,Millville Ave,45013,39.40649,-84.599625,4.0,1.0,1349.2000000000003,3223.599560146924,204900.0,Midwest
OH,Mansfield,Parkwood Blvd,44906,40.758476,-82.53957,3.0,2.0,1700.0,7000.092,199900.0,Midwest
OH,Rossford,Rossway Ave,43460,41.60447,-83.56066,3.0,2.0,1161.0,8001.972,214900.0,Midwest
OH,Dayton,Highgrove Pl,45429,39.698,-84.151344,3.0,2.0,1666.0,0.26470000000017535,265000.0,Midwest
OH,Lancaster,Creekview Ct,43130,39.733414,-82.637794,2.0,2.0,1141.0,1306.8,159900.0,Midwest
OH,Perrysburg,Bridgeton Ln,43551,41.56122,-83.59378,4.0,3.0,2287.0,0.2788999999997941,295000.0,Midwest
OH,Lexington,Plymouth St,44904,40.68,-82.582596,3.0,2.0,1391.0,9583.2,165000.0,Midwest
OH,Huber Heights,Old Troy Pike,45424,39.83166,-84.14156,3.0,1.0,1182.0,8712.0,189000.0,Midwest
OH,Springfield,Springfield Xenia Rd,45506,39.849094,-83.85711,4.0,2.0,2544.0,2.75,248000.0,Midwest
OH,Chillicothe,S Mulberry St,45601,39.330067,-82.97755,4.0,2.0,2279.0,4356.0,75000.0,Midwest
OH,Marion,Morral Kirkpatrick Rd W,43302,40.68849,-83.1565,3.0,2.0,1862.0,1.5199999999999818,165000.0,Midwest
OH,Cincinnati,Minot Ave,45209,39.152393,-84.435196,3.0,2.0,1548.0,5096.52,460000.0,Midwest
OH,Lancaster,Stringtown Rd NE,43130,39.761604,-82.59797,4.0,2.0,1802.0,0.7300000000000182,289900.0,Midwest
OH,Cleveland,E 46th St,44103,41.49826,-81.654564,3.0,2.0,1716.0,4181.76,166000.0,Midwest
OH,Conneaut,Cummins Ave,44030,41.937447,-80.57683,3.0,2.0,2148.0,7405.200000000001,169900.0,Midwest
OH,Perrysburg,Valley Bluff Rd,43551,41.56548,-83.604675,4.0,3.0,2635.0,0.40000000000009095,359900.0,Midwest
OH,Wadsworth,Ohio Ave,44281,41.02178,-81.72281,3.0,1.0,936.0,0.30999999999994543,159900.0,Midwest
OH,Columbus,Hickok Dr #208,43085,40.121998,-82.994095,3.0,2.0,1470.0,871.2000000000003,250000.0,Midwest
OH,Piqua,Miami St,45356,40.143982,-84.24719,3.0,1.0,1188.0,3484.8,100000.0,Midwest
OH,Mount Vernon,Roosevelt Ave,43050,40.379997,-82.49071,2.0,1.0,1142.0,8407.08,130000.0,Midwest
OH,Warren,Fairmount Ave NE,44483,41.23987,-80.79733,3.0,2.0,1926.0,7501.032000000001,199500.0,Midwest
OH,Springfield,Sunset Ave,45505,39.904087,-83.770256,5.0,3.0,2522.0,0.5199999999999818,244900.0,Midwest
OH,Warren,Quarry Ln NE,44483,41.23936,-80.76523,2.0,2.0,1110.0,2430.9830651974,99900.0,Midwest
OH,Loveland,Field Stream Ct,45140,39.21644,-84.22422,4.0,4.0,2684.0,10280.16,399900.0,Midwest
OH,Bay Village,Knickerbocker Rd,44140,41.47731,-81.88555,4.0,2.0,1296.0,6534.0,245000.0,Midwest
OH,Cincinnati,Glenorchard Dr,45237,39.20767,-84.459045,4.0,3.0,2173.0,1308.6585950413225,279900.0,Midwest
OH,Barberton,Summit Rd,44203,41.0482,-81.60237,3.0,2.0,1675.0,2.0,199900.0,Midwest
OH,Grove City,La Rosa Dr,43123,39.882015,-83.07576,3.0,1.0,1203.0,8712.0,159900.0,Midwest
OH,Bellevue,E Center St,44811,41.27092,-82.833374,3.0,1.0,2160.0,6089.688,145000.0,Midwest
OH,Ada,County Road 304,45810,40.833828,-83.81769,4.0,2.0,1817.0,1.3769999999999527,139000.0,Midwest
OH,Alliance,Linwood Dr,44601,40.89243,-81.107635,2.0,2.0,1094.0,9361.044,165000.0,Midwest
OH,Urbana,Hagenbuch St,43078,40.11724,-83.76362,3.0,1.0,1104.0,8712.0,184900.0,Midwest
OH,Cincinnati,Simbury Ct,45224,39.198395,-84.56168,3.0,2.0,2624.0,8290.24,305000.0,Midwest
OH,Cincinnati,Gracewind Ct,45231,39.23077,-84.52516,4.0,3.0,3103.8,4880.206,274900.0,Midwest
OH,Lisbon,Union St,44432,40.704353,-80.70805,3.0,2.0,1600.0,0.3200000000001637,179900.0,Midwest
OH,Lexington,State Route 97,44904,40.688248,-82.600334,4.0,2.0,3322.0,12.5,369900.0,Midwest
OH,Columbus,Pine Tree St W APT J,43229,40.084873,-82.97142,2.0,1.0,810.0,435.5999999999999,122500.0,Midwest
OH,North Canton,Eastwind Cir NW,44720,40.89801,-81.40912,4.0,3.0,2296.0,10441.332,299000.0,Midwest
OH,Louisville,Clay St,44641,40.835094,-81.3036,3.0,1.0,1392.0,0.6799999999998363,165000.0,Midwest
OH,Dayton,Gerlaugh Ave,45403,39.76041,-84.15471,3.0,2.0,1400.0,5057.316,115000.0,Midwest
OH,Jefferson,Linden St,44047,41.74762,-80.773315,3.0,1.0,1064.0,9583.2,149900.0,Midwest
OH,Wooster,Memory Ln,44691,40.824894,-81.94902,3.0,2.0,2016.0,9927.324,350000.0,Midwest
OH,Mason,Lakeside Dr,45040,39.351643,-84.31139,4.0,3.0,2764.0,1307.23776,459900.0,Midwest
OH,Cincinnati,Charity Dr,45248,39.150578,-84.651855,3.0,2.0,1600.0,0.2975206611572503,274900.0,Midwest
OH,Findlay,Sutton Pl,45840,41.048805,-83.610085,5.0,2.0,2162.0,0.3168000000000575,285000.0,Midwest
OH,Cincinnati,Mendova Ln,45230,39.104897,-84.3858,4.0,2.0,2000.0,0.47400000000016007,299900.0,Midwest
OH,Middletown,Boylston St,45044,39.5018,-84.340904,3.0,2.0,1479.6,1568.4311799999998,245000.0,Midwest
OH,Chillicothe,Sharon Rd,45601,39.325928,-83.01295,4.0,3.0,1607.0,0.3328741965106019,204500.0,Midwest
OH,Akron,Woodsfield Dr,44319,41.019627,-81.55586,4.0,2.0,1760.0,0.36400000000003274,164900.0,Midwest
OH,Cincinnati,Duneden Ave,45236,39.20325,-84.38887,3.0,2.0,2175.0,5395.0,300000.0,Midwest
OH,Hamilton,Trenton Oxford Rd,45011,39.481552,-84.50959,3.0,2.0,1868.0,5.8159999999998035,349900.0,Midwest
OH,Sylvania,Wickford Dr,43560,41.700714,-83.70109,3.0,2.0,1904.0,0.25250000000005457,189900.0,Midwest
OH,Powell,Wayne Brown Dr,43065,40.16218,-83.09782,4.0,3.0,2342.0,0.2899999999999636,532900.0,Midwest
OH,Upper Arlington,Shrewsbury Rd,43221,40.02634,-83.08557,4.0,2.0,1958.0,7405.200000000001,435000.0,Midwest
OH,Columbus,Fairlane Rd,43207,39.852184,-82.97748,3.0,2.0,1624.0,7405.200000000001,224900.0,Midwest
OH,West Chester,Willow Run Ct,45069,39.360725,-84.44777,3.0,3.0,2321.0,0.2800000000002001,369900.0,Midwest
OH,Salem,Devonshire Dr,44460,40.88342,-80.865524,3.0,3.0,1620.0,0.29300000000012005,278900.0,Midwest
OH,Cincinnati,Erie Ave,45227,39.156944,-84.39572,4.0,3.0,2496.0,4967.482,495000.0,Midwest
OH,Cuyahoga Falls,Sackett Ave,44223,41.13201,-81.51391,2.0,2.0,1913.0,0.38799999999991996,215000.0,Midwest
OH,Akron,Yerrick Rd,44312,41.04602,-81.44816,3.0,2.0,1318.0,10079.784,159500.0,Midwest
OH,Wilmington,Osborn Rd,45177,39.394024,-83.883286,3.0,1.0,1170.0,1.1489999999998872,250000.0,Midwest
OH,Wilmington,Clinton St,45177,39.450188,-83.83568,3.0,2.0,984.0,7100.28,185000.0,Midwest
OH,Loveland,Winding Ln,45140,39.30067,-84.28397,3.0,2.0,2800.0,0.5,309900.0,Midwest
OH,Parma Heights,Glendora Ln,44130,41.38253,-81.76786,3.0,2.0,1197.0,7527.168,210000.0,Midwest
OH,Stow,Oak Rd,44224,41.16274,-81.44604,3.0,3.0,1944.0,0.4187000000001717,279900.0,Midwest
OH,Kent,Carlton Rd,44240,41.14269,-81.32637,3.0,3.0,3532.0,0.47690000000011423,299900.0,Midwest
OH,Westerville,Valley Quail Blvd N,43081,40.089294,-82.90179,3.0,2.0,1174.0,7840.800000000001,309900.0,Midwest
OH,Germantown,S Cherry St,45327,39.623276,-84.3694,4.0,2.0,1865.2,0.25480000000015934,265000.0,Midwest
OH,Rittman,Baker Dr,44270,40.97873,-81.785484,3.0,2.0,1292.0,7801.596,145000.0,Midwest
OH,Columbus,Evergreen Rd,43207,39.907837,-82.96451,2.0,1.0,576.0,0.42000000000007276,69900.0,Midwest
OH,Minster,N Frankfort St,45865,40.395576,-84.38255,4.0,2.0,2232.0,7405.200000000001,289700.0,Midwest
OH,Canfield,Catawba Dr,44406,41.030525,-80.71332,3.0,4.0,2130.0,0.48700000000008004,259900.0,Midwest
OH,Olmsted Falls,Ashwood Ct,44138,41.35992,-81.92712,2.0,3.0,3196.0,3888.0,299900.0,Midwest
OH,Dover,N Walnut St,44622,40.536522,-81.49052,2.0,1.0,1656.0,0.54300000000012,189900.0,Midwest
OH,Toledo,Willow Run Dr,43607,41.64409,-83.62851,3.0,2.0,1564.0,6499.152,139900.0,Midwest
OH,Portsmouth,Summit St,45662,38.750988,-82.97331,4.0,3.0,2107.0,0.2662999999997737,245000.0,Midwest
OH,Elyria,Harwood St,44035,41.374638,-82.09071,4.0,3.0,1641.0,7405.200000000001,124900.0,Midwest
OH,Cincinnati,Evergreen Cir,45215,39.24332,-84.4743,3.0,3.0,1138.0,2221.56,245000.0,Midwest
OH,Cincinnati,Susanview Ln,45244,39.11716,-84.31144,3.0,2.0,1131.0,0.4706611570250061,250000.0,Midwest
OH,Dayton,Secretariat Ct,45414,39.83375,-84.20783,3.0,3.0,1480.0,1.199999999999818,259900.0,Midwest
OH,Streetsboro,S Delmonte Blvd,44241,41.259045,-81.35499,4.0,2.0,1900.0,0.5776000000000749,315000.0,Midwest
OH,Strongsville,E Hartford Dr,44136,41.278572,-81.79688,4.0,3.0,2300.0,10149.48,229900.0,Midwest
OH,Englewood,Meadowsweet Dr,45315,39.83456,-84.32338,3.0,2.0,1510.0,8276.4,290000.0,Midwest
OH,Wilmington,E Locust St,45177,39.446163,-83.82487,4.0,2.0,3654.0,5793.48,209000.0,Midwest
OH,Madison,River St,44045,41.736465,-81.277115,3.0,2.0,1206.0,5680.224,100000.0,Midwest
OH,Piqua,Walnut St,45356,40.149036,-84.24775,2.0,2.0,884.0,3049.2,125000.0,Midwest
OH,Cincinnati,Bramble Hill Dr,45227,39.14982,-84.37103,3.0,2.0,2810.0,7840.800000000001,520000.0,Midwest
OH,Cincinnati,Zenith Ct,45231,39.22303,-84.511536,4.0,4.0,2804.0,2326.104,300000.0,Midwest
OH,North Royalton,Applewood Dr,44133,41.347816,-81.76795,4.0,4.0,3843.0,0.38999999999987267,349900.0,Midwest
OH,Canton,10th St NW,44708,40.80836,-81.41063,3.0,1.0,1300.0,9696.456,115000.0,Midwest
OH,Akron,Ogden Ave,44312,41.04664,-81.44125,3.0,2.0,1597.0,2062.5458,99900.0,Midwest
OH,Lancaster,E 6th Ave,43130,39.720097,-82.59602,4.0,2.0,2110.0,7840.800000000001,250000.0,Midwest
OH,Cincinnati,Colter Ave,45230,39.087852,-84.39188,3.0,2.0,1332.0,3732.68454,205000.0,Midwest
OH,Painesville,Tradewinds Cv,44077,41.76708,-81.21277,3.0,3.0,1800.0,5334.1312,215000.0,Midwest
OH,New Albany,Mount Row,43054,40.084602,-82.83787,4.0,3.0,2603.0,6969.6,599900.0,Midwest
OH,Strongsville,Gate Post Rd,44149,41.33427,-81.875435,3.0,2.0,1818.0,0.2881999999999607,325000.0,Midwest
OH,Beavercreek,Aberdeen Village Dr,45430,39.69637,-84.089836,3.0,2.0,1666.0,2042.964,295000.0,Midwest
OH,Cortland,Westlake Dr,44410,41.32682,-80.768776,3.0,2.0,2036.0,2341.556,284900.0,Midwest
OH,Fairfield,Stallings Ln,45011,39.38664,-84.49127,3.0,3.0,3400.0,0.3443526170799487,300000.0,Midwest
OH,Dayton,Grafton Ave,45406,39.7668,-84.205284,3.0,4.0,2196.0,6111.468,209000.0,Midwest
OH,Canfield,Fairground Blvd,44406,41.015316,-80.7564,3.0,2.0,1552.0,0.3200000000001637,159900.0,Midwest
OH,Doylestown,Lois Way,44230,40.95948,-81.67022,3.0,2.0,2032.0,0.38999999999987267,260000.0,Midwest
OH,Springfield,N Fountain Ave,45504,39.93487,-83.80893,9.0,4.0,3821.0,9583.2,227500.0,Midwest
OH,Mason,Heritage Pointe Blvd,45040,39.384235,-84.3393,3.0,3.0,3007.0,8276.4,439900.0,Midwest
OH,North Lawrence,Lawmont St,44666,40.84007,-81.630775,3.0,2.0,1538.0,0.9499999999998181,224900.0,Midwest
OH,Wickliffe,E 298th St,44092,41.60851,-81.46432,3.0,2.0,2916.0,0.2600000000002183,240000.0,Midwest
OH,Columbus,Shady Lane Rd,43227,39.952927,-82.87176,3.0,2.0,1343.0,0.5599999999999454,204900.0,Midwest
OH,Stoutsville,Main St,43154,39.605347,-82.829956,4.0,3.0,4708.0,1.3699999999998909,365000.0,Midwest
OH,Lorain,Surf Ave,44053,41.442017,-82.22444,3.0,2.0,1449.0,9583.2,189900.0,Midwest
OH,Parma,Gross Dr,44130,41.354176,-81.7705,3.0,2.0,2312.0,8999.496,169500.0,Midwest
OH,Stony Ridge,Oak St,43463,41.509094,-83.510124,4.0,1.0,1344.0,0.2685999999998785,129900.0,Midwest
OH,Parma,Southington Dr,44129,41.391632,-81.73961,4.0,2.0,2183.0,5401.44,189900.0,Midwest
OH,Marion,Olney Ave,43302,40.579803,-83.13769,3.0,1.0,1352.0,5662.8,149900.0,Midwest
OH,Athens,Jeffers Rd,45701,39.2449,-82.023026,3.0,2.0,1080.0,2.0,125000.0,Midwest
OH,Wapakoneta,S Wagner Ave,45895,40.5687,-84.18008,3.0,1.0,936.0,7405.200000000001,89900.0,Midwest
OH,Columbus,E Innis Ave,43207,39.926502,-82.99407,3.0,2.0,1432.0,5227.2,199900.0,Midwest
OH,Grove City,Tahoe Trl,43123,39.89132,-83.11766,3.0,2.0,1626.0,0.25,274900.0,Midwest
OH,Grove City,Rock Creek Dr,43123,39.908234,-83.04353,3.0,2.0,1991.0,3920.4,226000.0,Midwest
OH,Marion,Forest Hill Dr,43302,40.56867,-83.10928,4.0,3.0,2401.0,0.4099999999998545,199900.0,Midwest
OH,Mansfield,Washington South Rd,44903,40.68467,-82.4723,5.0,2.0,1461.0,1.199999999999818,259900.0,Midwest
OH,Parma,Somia Dr,44134,41.393147,-81.70099,3.0,2.0,1918.0,8507.268,195000.0,Midwest
OH,Georgetown,Big Run Rd,45121,38.803047,-83.94721,2.0,1.0,1064.0,10.0,109900.0,Midwest
OH,Fairborn,Aviation St,45324,39.797,-84.03838,3.0,2.0,1270.0,3049.2,115000.0,Midwest
OH,Peebles,2nd St,45660,38.945324,-83.413445,4.0,2.0,1392.0,4965.84,158900.0,Midwest
OH,Dublin,Pueblo Ct,43017,40.11666,-83.15233,4.0,3.0,2102.0,0.36999999999989086,475000.0,Midwest
OH,West Chester,Sleepy Hollow Dr,45069,39.36681,-84.40388,3.0,3.0,3534.0,0.5799999999999272,379000.0,Midwest
OH,Powell,Weybridge Ct,43065,40.148792,-83.09679,2.0,2.0,1745.0,8712.0,385000.0,Midwest
OH,Sandusky,Perry St,44870,41.45446,-82.70183,3.0,2.0,2024.0,8119.584000000001,129000.0,Midwest
OH,Middletown,Zachery Dr,45042,39.514366,-84.35252,3.0,2.0,1419.0,10101.564,299900.0,Midwest
OH,Cincinnati,Main St UNIT 9,45202,39.11105,-84.51241,2.0,1.0,1503.0,2199.948121212121,289900.0,Midwest
OH,Toledo,Reen Dr,43613,41.707336,-83.61599,3.0,2.0,912.0,8498.556,185000.0,Midwest
OH,Toledo,Dundas Rd,43606,41.662975,-83.64189,4.0,3.0,2295.0,0.25,339900.0,Midwest
OH,Garfield Heights,Burleigh Rd,44125,41.430206,-81.62985,3.0,1.0,1248.0,5601.816,119000.0,Midwest
OH,Chillicothe,Maplewood Dr,45601,39.35412,-82.97784,4.0,2.0,1782.0,0.35550000000012005,195000.0,Midwest
OH,Lebanon,Evergreen Park Ln,45036,39.42292,-84.19515,4.0,3.0,1644.0,8398.0,329980.0,Midwest
OH,Twinsburg,Warren Pkwy,44087,41.33718,-81.451836,3.0,2.0,1909.0,0.2545000000000073,285000.0,Midwest
OH,Carrollton,Hackathorn Dr SW,44615,40.51486,-81.13609,3.0,1.0,1410.0,0.40439999999989595,67500.0,Midwest
OH,Toledo,Secor Rd,43607,41.64972,-83.62439,3.0,1.0,1422.0,7501.032000000001,114900.0,Midwest
OH,Parma,Woodway Ave,44134,41.41674,-81.712814,3.0,1.0,1973.0,5519.052,194000.0,Midwest
OH,Thornville,Cypress Dr NE,43076,39.91577,-82.47601,2.0,1.0,1104.0,7840.800000000001,235000.0,Midwest
OH,Amherst,S Lake St,44001,41.394417,-82.23903,3.0,2.0,1764.0,0.44000000000005457,219900.0,Midwest
OH,Xenia,Cincinnati Ave,45385,39.679626,-83.93651,3.0,1.0,1188.0,6499.152,125000.0,Midwest
OH,Steubenville,-634 Grandview Ave,43952,40.35894,-80.62506,5.0,2.0,3000.0,0.5,16000.0,Midwest
OH,Northfield,N Oakmont Dr,44067,41.29273,-81.51825,3.0,1.0,1256.0,0.5738999999998668,209900.0,Midwest
OH,Chesterland,Whiting Dr,44026,41.537495,-81.33941,3.0,2.0,2000.0,0.5,300000.0,Midwest
OH,Columbus,E Hudson St,43219,40.011932,-82.92784,3.0,3.0,1224.0,0.25,274900.0,Midwest
OH,Wooster,Christmas Run Blvd,44691,40.82533,-81.94559,3.0,2.0,2004.0,0.40000000000009095,299900.0,Midwest
OH,North Ridgeville,Rosebelle Ave,44039,41.402164,-82.01277,3.0,2.0,1978.0,5662.8,225000.0,Midwest
OH,Circleville,Morris Salem Rd,43113,39.5082,-82.877365,3.0,1.0,1868.0,2.619999999999891,274900.0,Midwest
OH,Canton,Olive Pl NE,44705,40.81391,-81.3559,3.0,2.0,1152.0,3571.92,84900.0,Midwest
OH,Chardon,Radcliffe Rd,44024,41.641827,-81.129585,4.0,3.0,2342.0,2.1799999999998363,339900.0,Midwest
OH,Lagrange,Garfield Dr,44050,41.245247,-82.11325,3.0,3.0,1914.0,0.25,339900.0,Midwest
OH,Canton,Harbour Cir NW #14B,44708,40.81986,-81.41031,3.0,2.0,1456.0,5390.53874,150000.0,Midwest
OH,Marion,Roberts Ave,43302,40.601032,-83.11662,2.0,1.0,864.0,7405.200000000001,148000.0,Midwest
OH,Maple Heights,Erwin St,44137,41.420174,-81.55205,3.0,2.0,1148.0,4748.60454,67000.0,Midwest
OH,Medina,Boneta Rd,44256,41.12989,-81.7747,4.0,2.0,2692.0,2.0599999999999454,379500.0,Midwest
OH,Massillon,Tanya Ave NW,44646,40.80399,-81.48072,4.0,2.0,1716.0,0.27320000000008804,237500.0,Midwest
OH,Pataskala,Broadway St,43062,39.99346,-82.680305,3.0,2.0,1324.0,8276.4,259900.0,Midwest
OH,Alliance,Taylor St NE,44601,40.95062,-81.17592,3.0,2.0,1725.0,1.0,209900.0,Midwest
OH,Ironton,N 5th St,45638,38.53699,-82.68416,3.0,2.0,1614.0,5662.8,59900.0,Midwest
OH,Hamilton,Layhigh Rd,45013,39.36485,-84.69728,3.0,3.0,1788.0,5.0,449900.0,Midwest
OH,Shaker Heights,Ingleside Rd,44122,41.464924,-81.55521,4.0,4.0,1698.0,4051.08,255000.0,Midwest
OH,Cincinnati,Spencer Ave,45236,39.21031,-84.38729,2.0,1.0,744.0,4835.16,169900.0,Midwest
OH,North Canton,Applegrove St NE,44720,40.890076,-81.39902,3.0,2.0,1446.0,9583.2,235000.0,Midwest
OH,Dayton,Virginia Ave,45410,39.746155,-84.16058,3.0,2.0,1626.0,4382.136,174900.0,Midwest
OH,Loveland,Lewis Rd,45140,39.225006,-84.2902,0.9999999999999996,1.0,910.8000000000002,2879.7660018365473,69900.0,Midwest
OH,Sandusky,Broadway St,44870,41.444656,-82.73047,4.0,2.0,1606.0,0.26670000000012806,166900.0,Midwest
OH,Defiance,Regonda Dr,43512,41.264244,-84.33884,4.0,3.0,1684.0,10628.64,259900.0,Midwest
OH,Bellefontaine,N Madriver St,43311,40.365173,-83.75769,3.0,3.0,2088.0,5227.2,210000.0,Midwest
OH,Brunswick,Amherst Ln,44212,41.25109,-81.83857,3.0,2.0,1048.0,871.2000000000003,195000.0,Midwest
OH,Greenville,Ash St,45331,40.101696,-84.62875,3.0,3.0,1929.0,9901.188,185000.0,Midwest
OH,Galena,S Old 3c Hwy,43021,40.223026,-82.87502,3.0,2.0,1512.0,1.0900000000001455,375000.0,Midwest
OH,Poland,Youngstown Poland Rd,44514,41.038372,-80.61525,3.0,2.0,1480.0,0.4679999999998472,215000.0,Midwest
OH,North Bend,Tall Timbers Dr,45052,39.153065,-84.70585,3.0,2.0,1140.0,2262.573,140000.0,Midwest
OH,Lima,Richie Ave,45801,40.74585,-84.115486,3.0,1.0,1296.0,5876.244,134900.0,Midwest
OH,Loveland,Lindenhall Dr,45140,39.27509,-84.285706,4.0,3.0,1998.0,0.2579999999998108,375000.0,Midwest
OH,Reynoldsburg,Hammond Rd,43068,39.953396,-82.810555,4.0,2.0,1768.0,0.3000000000001819,187000.0,Midwest
OH,Lorain,Wilson Dr,44052,41.472446,-82.1454,3.0,2.0,2400.0,7405.200000000001,149900.0,Midwest
OH,Mansfield,W Hanley Rd,44904,40.69496,-82.574234,4.0,3.0,4317.0,1.6219999999998436,400000.0,Midwest
OH,Youngstown,Outlook Ave,44504,41.132812,-80.64877,3.0,2.0,1251.0,6229.08,68000.0,Midwest
OH,Cincinnati,Kellerman Ave,45237,39.188717,-84.445,4.0,2.0,1321.0,6272.64,225000.0,Midwest
OH,Toledo,Beechway Blvd,43614,41.59712,-83.608505,4.0,2.0,1848.0,0.346599999999853,230000.0,Midwest
OH,Blue Ash,Carpenters Rdg,45241,39.24118,-84.40951,2.0,4.0,1910.0,2831.4,365000.0,Midwest
OH,Dayton,Linden Ave,45403,39.76282,-84.16452,5.0,3.0,3089.0,7348.572,299900.0,Midwest
OH,Cincinnati,Baccarat Dr,45245,39.07259,-84.26845,4.0,3.0,1904.0,0.6649999999999636,349900.0,Midwest
OH,Hamilton,Mill Crest Ct,45011,39.40959,-84.478065,4.0,3.0,2739.0,0.34504132231404583,375000.0,Midwest
OH,Delaware,Stimmel Ct,43015,40.32037,-83.078606,4.0,3.0,2043.0,9583.2,373000.0,Midwest
OH,Newark,Wesley Ave,43055,40.058056,-82.373276,4.0,2.0,1905.0,0.4099999999998545,279000.0,Midwest
OH,Cincinnati,Hall St,45244,39.101578,-84.30178,3.0,1.0,1587.0,6132.84,160000.0,Midwest
OH,Trenton,Wayne Madison Rd,45067,39.4707,-84.4777,2.0,1.0,1107.0,0.650000000000091,249900.0,Midwest
OH,Akron,East Ave,44314,41.039333,-81.574974,4.0,2.0,1740.0,4948.416,134900.0,Midwest
OH,Dayton,Litchfield Ave,45406,39.784527,-84.239,2.0,1.0,1042.0,5601.816,135000.0,Midwest
OH,Springboro,McCullough Dr,45066,39.586872,-84.213425,4.0,3.0,2995.0,7753.68,384900.0,Midwest
OH,Thornville,S Church St,43076,39.893238,-82.42,3.0,1.0,1290.0,9583.2,189900.0,Midwest
OH,Lakewood,Gladys Ave,44107,41.487522,-81.80178,3.0,2.0,1910.0,4852.584,179000.0,Midwest
OH,Fairfield,Mack Rd,45014,39.312,-84.49644,2.0,3.0,1208.0,2182.356,189000.0,Midwest
OH,Perrysburg,Sedgefield Rd,43551,41.575375,-83.58532,4.0,4.0,2882.0,0.4261999999998807,394900.0,Midwest
OH,Franklin,Staley Rd,45005,39.58532,-84.274,3.0,1.0,1329.0,0.6889999999998508,200000.0,Midwest
OH,Cincinnati,Wuest Rd,45251,39.2319,-84.61001,3.0,2.0,1479.6,1568.4311799999998,269900.0,Midwest
OH,Ravenna,W Highland Ave,44266,41.160816,-81.252686,4.0,3.0,2144.0,8999.496,164500.0,Midwest
OH,Cincinnati,Leumas Rd,45239,39.190983,-84.58489,2.0,1.0,966.0,6838.92,159000.0,Midwest
OH,Hamilton,S G St,45013,39.404762,-84.57559,3.0,2.0,1479.6,1568.4311799999998,149900.0,Midwest
OH,Sandusky,Sandusky St,44870,41.4437,-82.725266,3.0,2.0,1900.0,6202.944,210000.0,Midwest
